response_id,customer_id,survey_date,region,customer_segment,industry,response_channel,service_category,nps_score,csat_score,resolution_days,issue_resolved,feedback_text
RSP-5210,CUST-3797,2025-06-05,North America,Mid-Market,Retail,Phone,Customer Support,10,4,2,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-5211,CUST-3524,2025-08-29,North America,Mid-Market,Technology,Email,Delivery,6,3,7,No,Platform UI is slow and unintuitive.
RSP-5212,CUST-4995,2025-07-17,North America,Enterprise,Manufacturing,In-App,Product,8,4,3,Yes,"Average experience, nothing exceptional to report."
RSP-5213,CUST-4844,2025-06-22,Asia-Pacific,Enterprise,Technology,Email,Quality,6,3,10,Yes,Product keeps crashing after the latest update.
RSP-5214,CUST-5011,2025-06-25,Asia-Pacific,Mid-Market,Technology,Email,Pricing,4,2,7,Yes,Platform UI is slow and unintuitive.
RSP-5215,CUST-1515,2025-05-09,Asia-Pacific,SMB,Technology,Email,Delivery,3,2,4,No,Quality has visibly degraded over the last few months.
RSP-5216,CUST-3222,2025-05-28,Europe,Mid-Market,Technology,Email,Product,9,5,1,Yes,Great value for money and outstanding service reliability.
RSP-5217,CUST-3564,2025-06-15,North America,Mid-Market,Finance,Email,Customer Support,5,1,5,Yes,Pricing is way too high for the features provided.
RSP-5218,CUST-2566,2025-06-28,Asia-Pacific,Mid-Market,Technology,Phone,Delivery,3,2,4,No,Quality has visibly degraded over the last few months.
RSP-5219,CUST-2571,2025-06-21,North America,Mid-Market,Manufacturing,Web,Product,8,4,3,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-5220,CUST-3281,2025-05-16,Europe,Enterprise,Healthcare,Email,Delivery,4,2,7,Yes,Frequent downtime impacted our business operations.
RSP-5221,CUST-4472,2025-12-09,Latin America,Mid-Market,Technology,In-App,Quality,2,3,7,Yes,Pricing is way too high for the features provided.
RSP-5223,CUST-2556,2025-12-18,Asia-Pacific,Mid-Market,Finance,Email,Quality,0,2,10,Yes,"Issue took over a week to resolve, very frustrating."
RSP-5224,CUST-3630,2025-04-15,North America,Mid-Market,Healthcare,Email,Product,1,2,4,No,Billing error was not resolved on time.
RSP-5225,CUST-2420,2025-03-02,Europe,SMB,Technology,In-App,Product,1,1,4,Yes,Quality has visibly degraded over the last few months.
RSP-5226,CUST-3023,2025-04-16,Asia-Pacific,Mid-Market,Finance,Web,Pricing,1,1,4,Yes,Frequent downtime impacted our business operations.
RSP-5227,CUST-3763,2025-04-04,Europe,Mid-Market,Technology,Phone,Delivery,3,1,7,No,Billing error was not resolved on time.
RSP-5228,CUST-4071,2025-05-06,Asia-Pacific,SMB,Finance,Email,Product,10,5,2,Yes,Top-tier enterprise platform with excellent security features.
RSP-5229,CUST-4967,2025-05-19,North America,SMB,Technology,Email,Delivery,5,2,7,Yes,Frequent downtime impacted our business operations.
RSP-5230,CUST-4760,2025-10-03,Europe,Enterprise,Finance,Web,Delivery,6,2,4,Yes,"Issue took over a week to resolve, very frustrating."
RSP-5231,CUST-2198,2025-05-11,North America,Mid-Market,Healthcare,Email,Customer Support,10,5,3,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-5232,CUST-3068,2025-03-05,Asia-Pacific,SMB,Healthcare,Email,Pricing,3,1,4,No,Customer service agent was rude and transferred me three times.
RSP-5233,CUST-4220,2025-01-02,North America,Enterprise,Retail,Phone,Customer Support,4,1,4,Yes,Product keeps crashing after the latest update.
RSP-5234,CUST-2547,2025-05-11,Asia-Pacific,SMB,Technology,Web,Product,3,2,5,No,Billing error was not resolved on time.
RSP-5235,CUST-4725,2025-10-09,North America,Enterprise,Finance,Email,Product,7,4,4,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-5236,CUST-5187,2025-10-18,Europe,Mid-Market,Healthcare,Web,Product,7,4,3,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-5237,CUST-2631,2025-05-17,North America,SMB,Technology,Web,Product,10,3,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-5238,CUST-4503,2025-11-18,North America,Mid-Market,Manufacturing,Email,Customer Support,4,2,4,No,Billing error was not resolved on time.
RSP-5239,CUST-1885,2025-09-01,North America,Mid-Market,Technology,Phone,Delivery,4,2,4,No,Customer service agent was rude and transferred me three times.
RSP-5240,CUST-4169,2025-06-10,Asia-Pacific,Mid-Market,Technology,Web,Product,9,5,1,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-5241,CUST-2144,2025-04-03,Middle East & Africa,SMB,Technology,In-App,Product,9,5,2,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-5242,CUST-3960,2025-01-28,Europe,Mid-Market,Healthcare,Email,Customer Support,8,4,3,Yes,"Product works fine, but missing key integrations."
RSP-5243,CUST-1575,2025-05-23,Asia-Pacific,SMB,Retail,Web,Customer Support,6,1,10,Yes,Product keeps crashing after the latest update.
RSP-5244,CUST-3198,2025-03-07,Middle East & Africa,SMB,Healthcare,Email,Customer Support,9,5,1,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-5245,CUST-4467,2025-04-15,Europe,Enterprise,Technology,Phone,Product,4,1,14,Yes,Support response was extremely slow and unhelpful.
RSP-5246,CUST-1490,2025-01-06,North America,Enterprise,Finance,Web,Quality,7,4,3,Yes,No feedback provided
RSP-5247,CUST-3765,2025-11-16,North America,Mid-Market,Technology,Web,Delivery,5,2,10,Yes,Quality has visibly degraded over the last few months.
RSP-5248,CUST-3328,2025-08-09,Europe,Mid-Market,Technology,Email,Product,10,5,1,Yes,Great value for money and outstanding service reliability.
RSP-5249,CUST-2888,2025-04-23,Europe,Mid-Market,Retail,Email,Quality,1,1,14,Yes,Frequent downtime impacted our business operations.
RSP-5250,CUST-3185,2025-10-10,North America,Mid-Market,Healthcare,Email,Quality,10,5,1,No,Smooth experience from purchase to setup. Very satisfied!
RSP-5251,CUST-2936,2025-03-19,Asia-Pacific,Mid-Market,Technology,Phone,Customer Support,3,2,21,Yes,Support response was extremely slow and unhelpful.
RSP-5252,CUST-3594,2025-04-23,North America,SMB,Technology,In-App,Quality,5,1,4,Yes,Delivery took twice as long as promised.
RSP-5253,CUST-4139,2025-04-15,Asia-Pacific,Mid-Market,Finance,Web,Customer Support,10,5,3,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-5254,CUST-2313,2025-02-16,Asia-Pacific,Mid-Market,Manufacturing,Phone,Product,7,3,2,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-5255,CUST-4983,2025-03-05,Latin America,Enterprise,Technology,Web,Delivery,10,5,1,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-5256,CUST-3016,2025-07-28,Middle East & Africa,SMB,Retail,Email,Pricing,9,5,1,No,Great value for money and outstanding service reliability.
RSP-5257,CUST-2982,2025-08-24,Europe,Enterprise,Retail,Phone,Pricing,5,1,7,No,Frequent downtime impacted our business operations.
RSP-5258,CUST-2356,2025-03-30,North America,Mid-Market,Technology,Phone,Pricing,6,2,5,Yes,Pricing is way too high for the features provided.
RSP-5259,CUST-3289,2025-02-24,Europe,SMB,Retail,Phone,Pricing,8,3,3,No,"Product works fine, but missing key integrations."
RSP-5260,CUST-2956,2025-12-10,Latin America,Mid-Market,Finance,Email,Product,10,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-5261,CUST-4565,2025-10-24,Asia-Pacific,Mid-Market,Technology,Email,Product,9,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-5262,CUST-4654,2025-04-20,Middle East & Africa,Enterprise,Technology,Phone,Product,4,1,14,No,Pricing is way too high for the features provided.
RSP-5263,CUST-1822,2025-02-11,Asia-Pacific,Mid-Market,Finance,Phone,Customer Support,8,4,2,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-5264,CUST-4638,2025-08-15,Middle East & Africa,Mid-Market,Technology,Phone,Product,2,1,7,Yes,Delivery took twice as long as promised.
RSP-5265,CUST-4149,2025-11-11,Europe,Enterprise,Technology,Web,Customer Support,9,3,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-5266,CUST-1188,2025-10-05,North America,SMB,Finance,Web,Customer Support,7,4,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-5268,CUST-4577,2025-09-26,North America,Enterprise,Retail,Phone,Product,10,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-5269,CUST-3638,2025-01-11,Asia-Pacific,Enterprise,Healthcare,Email,Quality,8,3,3,Yes,"Service is okay, expecting more frequent software updates."
RSP-5270,CUST-5157,2025-11-12,Europe,SMB,Healthcare,In-App,Customer Support,3,2,4,Yes,Customer service agent was rude and transferred me three times.
RSP-5271,CUST-4622,2025-11-07,Europe,SMB,Technology,Web,Pricing,0,3,5,Yes,Pricing is way too high for the features provided.
RSP-5272,CUST-4055,2025-03-15,Middle East & Africa,Mid-Market,Finance,Phone,Product,9,4,1,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-5273,CUST-4093,2025-03-28,Middle East & Africa,Mid-Market,Technology,Phone,Quality,1,1,14,Yes,Customer service agent was rude and transferred me three times.
RSP-5274,CUST-2696,2025-04-22,North America,Enterprise,Retail,Phone,Product,10,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-5275,CUST-3893,2025-07-27,North America,Mid-Market,Technology,Email,Customer Support,8,4,2,No,"Delivery was on time, product packaging was slightly damaged."
RSP-5276,CUST-3037,2025-05-29,North America,Mid-Market,Technology,Web,Product,5,2,5,Yes,Pricing is way too high for the features provided.
RSP-5277,CUST-4108,2025-11-04,North America,Enterprise,Finance,Email,Product,5,1,4,Yes,Billing error was not resolved on time.
RSP-5278,CUST-1198,2025-12-18,North America,SMB,Technology,Web,Quality,2,1,4,Yes,Frequent downtime impacted our business operations.
RSP-5279,CUST-2999,2025-11-27,Europe,Mid-Market,Healthcare,Email,Quality,5,3,5,Yes,Product keeps crashing after the latest update.
RSP-5280,CUST-4704,2025-01-12,Latin America,Mid-Market,Finance,Email,Quality,10,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-5281,CUST-3827,2025-07-04,Middle East & Africa,Mid-Market,Manufacturing,Email,Pricing,1,1,7,No,Customer service agent was rude and transferred me three times.
RSP-5282,CUST-1167,2025-09-09,North America,SMB,Manufacturing,Web,Product,2,2,10,Yes,Customer service agent was rude and transferred me three times.
RSP-5283,CUST-4648,2025-08-06,Europe,Mid-Market,Finance,Phone,Customer Support,4,1,14,Yes,Product keeps crashing after the latest update.
RSP-5284,CUST-4582,2025-05-11,Middle East & Africa,Enterprise,Healthcare,Email,Pricing,10,5,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-5285,CUST-2872,2025-05-18,Latin America,Mid-Market,Retail,Email,Customer Support,9,4,2,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-5286,CUST-3128,2025-09-03,Latin America,Enterprise,Technology,Phone,Product,10,3,2,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-5287,CUST-2380,2025-04-23,Europe,Enterprise,Technology,Phone,Customer Support,9,4,1,Yes,Great value for money and outstanding service reliability.
RSP-5288,CUST-1297,2025-07-15,Asia-Pacific,Enterprise,Technology,Email,Product,0,2,14,Yes,No feedback provided
RSP-5289,CUST-1393,2025-04-28,Asia-Pacific,Mid-Market,Manufacturing,Web,Quality,7,4,3,Yes,"Support resolved the issue, but communication could be better."
RSP-5290,CUST-2300,2025-02-17,Latin America,SMB,Technology,Web,Delivery,3,2,7,Yes,Frequent downtime impacted our business operations.
RSP-5291,CUST-1410,2025-05-09,North America,SMB,Manufacturing,Email,Delivery,0,3,14,Yes,Product keeps crashing after the latest update.
RSP-5292,CUST-3090,2025-08-20,Asia-Pacific,SMB,Healthcare,Email,Product,6,2,4,Yes,Delivery took twice as long as promised.
RSP-5293,CUST-3401,2025-03-14,North America,Mid-Market,Manufacturing,In-App,Customer Support,9,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-5294,CUST-3281,2025-04-06,North America,Mid-Market,Technology,Web,Product,5,3,4,Yes,Pricing is way too high for the features provided.
RSP-5295,CUST-4354,2025-06-09,North America,Enterprise,Finance,Phone,Product,10,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-5296,CUST-1547,2025-04-29,Asia-Pacific,SMB,Technology,Email,Product,6,1,21,No,Product keeps crashing after the latest update.
RSP-5297,CUST-1427,2025-10-21,Asia-Pacific,Mid-Market,Technology,Email,Customer Support,6,1,4,No,Delivery took twice as long as promised.
RSP-5298,CUST-3361,2025-10-08,Europe,Enterprise,Finance,Web,Product,4,2,5,No,Billing error was not resolved on time.
RSP-5299,CUST-4467,2025-03-27,North America,Mid-Market,Technology,Web,Pricing,4,1,5,No,Pricing is way too high for the features provided.
RSP-5300,CUST-1140,2025-04-11,Asia-Pacific,Enterprise,Manufacturing,Phone,Product,8,4,4,Yes,"Support resolved the issue, but communication could be better."
RSP-5301,CUST-1551,2025-02-21,Latin America,SMB,Finance,Email,Pricing,5,3,5,No,Quality has visibly degraded over the last few months.
RSP-5302,CUST-2464,2025-10-01,Asia-Pacific,SMB,Technology,Phone,Product,3,1,21,No,Product keeps crashing after the latest update.
RSP-5303,CUST-4789,2025-10-11,North America,SMB,Finance,In-App,Pricing,7,3,5,Yes,"Acceptable response time, issue was eventually fixed."
RSP-5304,CUST-2465,2025-03-20,Europe,SMB,Technology,Phone,Delivery,2,3,14,Yes,Platform UI is slow and unintuitive.
RSP-5305,CUST-2530,2025-05-06,Latin America,Mid-Market,Finance,Web,Delivery,3,1,7,Yes,Support response was extremely slow and unhelpful.
RSP-5306,CUST-3666,2025-03-29,North America,Mid-Market,Healthcare,Web,Customer Support,10,5,2,Yes,The team went above and beyond to help us with our migration.
RSP-5307,CUST-1169,2025-09-14,Europe,Mid-Market,Healthcare,In-App,Product,3,2,7,Yes,Platform UI is slow and unintuitive.
RSP-5308,CUST-1465,2025-07-21,Europe,Mid-Market,Finance,Web,Delivery,6,2,10,Yes,Delivery took twice as long as promised.
RSP-5309,CUST-2368,2025-01-25,North America,Mid-Market,Retail,Web,Customer Support,10,5,2,Yes,Best customer service team in the industry. Kudos!
RSP-5310,CUST-2277,2025-03-09,Latin America,SMB,Healthcare,Email,Delivery,8,4,3,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-5311,CUST-4008,2025-10-21,Europe,Mid-Market,Technology,Web,Product,8,3,4,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-5312,CUST-4788,2025-05-06,North America,Mid-Market,Technology,In-App,Quality,8,3,2,Yes,"Service is okay, expecting more frequent software updates."
RSP-5313,CUST-2434,2025-12-30,North America,SMB,Healthcare,Email,Product,10,5,1,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-5314,CUST-3033,2025-03-24,North America,Mid-Market,Manufacturing,Web,Pricing,8,4,3,Yes,"Product works fine, but missing key integrations."
RSP-5315,CUST-1549,2025-07-13,Asia-Pacific,Enterprise,Finance,Phone,Pricing,5,1,5,No,Delivery took twice as long as promised.
RSP-5316,CUST-1004,2025-05-28,Middle East & Africa,SMB,Technology,Email,Delivery,10,5,3,Yes,Best customer service team in the industry. Kudos!
RSP-5317,CUST-5013,2025-12-13,Asia-Pacific,Mid-Market,Technology,In-App,Product,9,5,1,Yes,Top-tier enterprise platform with excellent security features.
RSP-5318,CUST-4308,2025-09-26,North America,SMB,Technology,Email,Customer Support,4,1,5,Yes,Billing error was not resolved on time.
RSP-5319,CUST-3899,2025-11-07,Europe,SMB,Technology,In-App,Delivery,6,3,7,Yes,Frequent downtime impacted our business operations.
RSP-5320,CUST-4319,2025-05-09,North America,SMB,Technology,Phone,Delivery,3,2,10,Yes,Platform UI is slow and unintuitive.
RSP-5321,CUST-4339,2025-03-27,North America,Enterprise,Healthcare,Web,Customer Support,10,4,3,Yes,Best customer service team in the industry. Kudos!
RSP-5322,CUST-2034,2025-01-19,Asia-Pacific,Mid-Market,Healthcare,Web,Customer Support,7,4,3,No,"Pricing is fair, but onboarding was slightly confusing."
RSP-5323,CUST-1601,2025-11-04,Europe,Mid-Market,Retail,Web,Delivery,0,2,5,Yes,"Issue took over a week to resolve, very frustrating."
RSP-5324,CUST-3444,2025-03-01,Europe,Mid-Market,Technology,Phone,Customer Support,6,1,5,Yes,Frequent downtime impacted our business operations.
RSP-5325,CUST-4378,2025-07-15,Asia-Pacific,SMB,Finance,Email,Product,5,1,5,Yes,Customer service agent was rude and transferred me three times.
RSP-5326,CUST-3453,2025-07-11,Latin America,SMB,Finance,Email,Quality,1,1,5,Yes,Support response was extremely slow and unhelpful.
RSP-5327,CUST-3576,2025-09-07,North America,Enterprise,Technology,Web,Delivery,2,2,4,Yes,Pricing is way too high for the features provided.
RSP-5328,CUST-1131,2025-04-21,North America,Mid-Market,Finance,Web,Product,7,5,4,No,"Decent features for SMBs, but needs better reporting tools."
RSP-5329,CUST-2205,2025-08-19,Latin America,Mid-Market,Technology,Web,Customer Support,8,4,3,Yes,"Average experience, nothing exceptional to report."
RSP-5330,CUST-3473,2025-07-22,Europe,Enterprise,Retail,Web,Customer Support,6,1,4,Yes,Pricing is way too high for the features provided.
RSP-5331,CUST-2165,2025-01-09,North America,Enterprise,Technology,Web,Pricing,2,2,21,No,Pricing is way too high for the features provided.
RSP-5332,CUST-4596,2025-05-10,North America,Mid-Market,Technology,Email,Delivery,3,2,5,No,Billing error was not resolved on time.
RSP-5333,CUST-4270,2025-08-27,North America,Mid-Market,Finance,Web,Product,6,1,7,Yes,Billing error was not resolved on time.
RSP-5334,CUST-4043,2025-04-15,Europe,Enterprise,Technology,Web,Delivery,3,2,10,Yes,Billing error was not resolved on time.
RSP-5335,CUST-2068,2025-08-01,North America,Mid-Market,Manufacturing,Email,Customer Support,10,5,1,Yes,Exceptional customer support! Issue resolved within an hour.
RSP-5336,CUST-3010,2025-03-16,North America,Mid-Market,Technology,Email,Product,9,5,1,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-5337,CUST-3420,2025-07-11,Asia-Pacific,Mid-Market,Finance,Phone,Pricing,1,1,5,Yes,Support response was extremely slow and unhelpful.
RSP-5338,CUST-3871,2025-08-27,Latin America,SMB,Retail,Email,Customer Support,7,5,2,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-5339,CUST-4550,2025-02-09,Asia-Pacific,SMB,Retail,Email,Quality,8,4,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-5340,CUST-3906,2025-09-20,Europe,Enterprise,Healthcare,Web,Product,5,2,5,Yes,Platform UI is slow and unintuitive.
RSP-5341,CUST-4908,2025-01-21,Latin America,Enterprise,Technology,Phone,Delivery,3,3,7,Yes,Billing error was not resolved on time.
RSP-5342,CUST-1555,2025-06-30,North America,Mid-Market,Technology,In-App,Product,9,5,2,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-5343,CUST-2584,2025-06-08,Europe,Enterprise,Retail,Phone,Product,9,5,1,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-5344,CUST-1090,2025-02-21,North America,SMB,Healthcare,Phone,Pricing,4,1,4,No,Delivery took twice as long as promised.
RSP-5345,CUST-3208,2025-01-31,Asia-Pacific,Enterprise,Technology,In-App,Customer Support,8,4,4,No,"Product works fine, but missing key integrations."
RSP-5346,CUST-5173,2025-04-22,Asia-Pacific,SMB,Retail,Email,Product,10,4,2,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-5347,CUST-1197,2025-08-18,Europe,Mid-Market,Technology,Email,Customer Support,2,3,5,No,Customer service agent was rude and transferred me three times.
RSP-5348,CUST-3736,2025-11-10,North America,Mid-Market,Technology,Email,Customer Support,10,4,1,Yes,Best customer service team in the industry. Kudos!
RSP-5349,CUST-3842,2025-11-15,Latin America,Enterprise,Technology,Email,Product,2,1,5,Yes,"Issue took over a week to resolve, very frustrating."
RSP-5350,CUST-3334,2025-07-08,North America,Mid-Market,Technology,Email,Delivery,1,2,5,No,Support response was extremely slow and unhelpful.
RSP-5351,CUST-2010,2025-08-13,Europe,Mid-Market,Finance,Email,Product,6,1,5,No,Billing error was not resolved on time.
RSP-5352,CUST-4550,2025-09-21,North America,SMB,Technology,Email,Pricing,0,3,4,Yes,No feedback provided
RSP-5353,CUST-5144,2025-02-04,North America,Mid-Market,Healthcare,Email,Product,1,1,14,Yes,Delivery took twice as long as promised.
RSP-5354,CUST-4095,2025-06-19,Asia-Pacific,Enterprise,Technology,Phone,Quality,9,5,1,Yes,Best customer service team in the industry. Kudos!
RSP-5355,CUST-3188,2025-03-15,Europe,Mid-Market,Retail,Phone,Quality,7,4,2,Yes,"Average experience, nothing exceptional to report."
RSP-5357,CUST-3259,2025-07-21,Asia-Pacific,Mid-Market,Retail,Phone,Customer Support,7,4,2,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-5358,CUST-1343,2025-01-23,North America,SMB,Technology,Email,Quality,9,5,3,Yes,The team went above and beyond to help us with our migration.
RSP-5359,CUST-1099,2025-03-10,North America,Mid-Market,Technology,Email,Customer Support,6,1,7,Yes,Pricing is way too high for the features provided.
RSP-5360,CUST-4427,2025-10-19,North America,Enterprise,Manufacturing,Email,Quality,7,3,2,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-5361,CUST-4420,2025-03-19,Middle East & Africa,Enterprise,Technology,Email,Delivery,7,4,2,No,"Decent features for SMBs, but needs better reporting tools."
RSP-5362,CUST-3090,2025-04-18,North America,Mid-Market,Finance,Email,Product,2,3,10,Yes,Support response was extremely slow and unhelpful.
RSP-5363,CUST-1542,2025-03-25,Europe,Mid-Market,Technology,Phone,Customer Support,4,3,7,Yes,Support response was extremely slow and unhelpful.
RSP-5364,CUST-3175,2025-09-05,Asia-Pacific,Enterprise,Retail,Email,Customer Support,9,5,1,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-5365,CUST-2794,2025-08-28,Europe,Mid-Market,Manufacturing,Web,Product,8,4,4,Yes,"Average experience, nothing exceptional to report."
RSP-5366,CUST-5042,2025-02-28,North America,Enterprise,Manufacturing,Email,Product,8,4,2,Yes,"Support resolved the issue, but communication could be better."
RSP-5367,CUST-4765,2025-06-25,North America,Mid-Market,Healthcare,Phone,Delivery,5,1,5,Yes,Frequent downtime impacted our business operations.
RSP-5368,CUST-4048,2025-08-29,Europe,Mid-Market,Finance,Phone,Delivery,1,2,21,Yes,Quality has visibly degraded over the last few months.
RSP-5369,CUST-3708,2025-11-20,North America,Mid-Market,Healthcare,Email,Quality,6,1,21,Yes,"Issue took over a week to resolve, very frustrating."
RSP-5370,CUST-2274,2025-12-08,North America,Enterprise,Technology,Web,Delivery,7,4,2,Yes,No feedback provided
RSP-5372,CUST-4554,2025-09-05,Europe,SMB,Healthcare,Phone,Product,9,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-5373,CUST-3688,2025-09-18,Asia-Pacific,Mid-Market,Healthcare,Email,Product,7,4,3,Yes,"Delivery was on time, product packaging was slightly damaged."
RSP-5374,CUST-5086,2025-07-27,North America,Enterprise,Technology,Email,Delivery,4,1,21,Yes,Support response was extremely slow and unhelpful.
RSP-5375,CUST-3460,2025-05-12,Asia-Pacific,Enterprise,Technology,Phone,Product,0,1,5,Yes,Product keeps crashing after the latest update.
RSP-5376,CUST-2212,2025-10-12,Asia-Pacific,Mid-Market,Technology,Web,Product,9,5,1,Yes,Great value for money and outstanding service reliability.
RSP-5377,CUST-2793,2025-05-08,Middle East & Africa,Mid-Market,Technology,Phone,Product,10,4,1,Yes,Best customer service team in the industry. Kudos!
RSP-5378,CUST-2255,2025-02-20,Europe,Mid-Market,Manufacturing,Web,Delivery,5,1,5,Yes,Platform UI is slow and unintuitive.
RSP-5379,CUST-5143,2025-07-05,Asia-Pacific,Enterprise,Finance,Email,Pricing,4,2,7,No,Customer service agent was rude and transferred me three times.
RSP-5380,CUST-4275,2025-08-03,Asia-Pacific,SMB,Technology,Phone,Product,0,2,5,Yes,Frequent downtime impacted our business operations.
RSP-5381,CUST-3713,2025-06-03,North America,Enterprise,Technology,Email,Product,8,3,5,No,"Support resolved the issue, but communication could be better."
RSP-5382,CUST-2986,2025-03-25,North America,Mid-Market,Technology,In-App,Customer Support,8,5,5,Yes,"Service is okay, expecting more frequent software updates."
RSP-5383,CUST-1543,2025-06-10,Asia-Pacific,SMB,Retail,Email,Pricing,6,1,5,No,Support response was extremely slow and unhelpful.
RSP-5384,CUST-4568,2025-07-27,North America,SMB,Technology,In-App,Delivery,1,3,5,No,Customer service agent was rude and transferred me three times.
RSP-5385,CUST-2261,2025-08-01,North America,SMB,Technology,Email,Pricing,1,3,10,Yes,No feedback provided
RSP-5386,CUST-1250,2025-06-20,Europe,Enterprise,Technology,Email,Customer Support,10,4,1,Yes,Smooth experience from purchase to setup. Very satisfied!
RSP-5387,CUST-1968,2025-06-07,North America,SMB,Healthcare,In-App,Customer Support,7,4,4,Yes,"Pricing is fair, but onboarding was slightly confusing."
RSP-5388,CUST-4985,2025-09-09,North America,Mid-Market,Unknown,Email,Delivery,7,3,2,Yes,"Decent features for SMBs, but needs better reporting tools."
RSP-5389,CUST-2753,2025-07-27,North America,Mid-Market,Finance,In-App,Delivery,3,2,4,Yes,Customer service agent was rude and transferred me three times.
RSP-5390,CUST-2926,2025-05-27,North America,Mid-Market,Retail,In-App,Customer Support,8,3,3,No,"Pricing is fair, but onboarding was slightly confusing."
RSP-5391,CUST-2350,2025-06-22,North America,Enterprise,Technology,Phone,Customer Support,7,4,3,Yes,"Average experience, nothing exceptional to report."
RSP-5392,CUST-3679,2025-10-31,Latin America,SMB,Technology,Phone,Customer Support,4,2,4,No,Customer service agent was rude and transferred me three times.
RSP-5393,CUST-1678,2025-02-21,North America,SMB,Technology,Email,Product,6,3,4,Yes,Product keeps crashing after the latest update.
RSP-5394,CUST-1674,2025-01-05,Europe,Enterprise,Technology,Email,Customer Support,10,5,3,Yes,Super fast delivery and pristine quality. Highly recommended!
RSP-5395,CUST-4510,2025-09-10,Middle East & Africa,Mid-Market,Healthcare,Email,Product,9,4,2,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-5396,CUST-2244,2025-01-27,North America,Mid-Market,Technology,In-App,Customer Support,8,3,3,Yes,"Product works fine, but missing key integrations."
RSP-5397,CUST-4860,2025-04-01,Asia-Pacific,Enterprise,Finance,Web,Delivery,6,2,4,Yes,Support response was extremely slow and unhelpful.
RSP-5398,CUST-2093,2025-05-30,Asia-Pacific,Mid-Market,Technology,Email,Pricing,3,1,4,Yes,"Issue took over a week to resolve, very frustrating."
RSP-5399,CUST-3926,2025-12-08,North America,Mid-Market,Technology,Web,Quality,6,3,7,Yes,Frequent downtime impacted our business operations.
RSP-5400,CUST-1716,2025-01-21,North America,Enterprise,Technology,Email,Customer Support,4,1,14,No,Delivery took twice as long as promised.
RSP-5401,CUST-3537,2025-06-19,Europe,Enterprise,Retail,Email,Customer Support,9,5,3,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-5402,CUST-1319,2025-10-26,Asia-Pacific,Mid-Market,Finance,In-App,Customer Support,9,4,2,Yes,Fantastic product! Has significantly improved our team productivity.
RSP-5403,CUST-1323,2025-11-11,Middle East & Africa,SMB,Technology,Phone,Pricing,6,2,4,Yes,Support response was extremely slow and unhelpful.
RSP-5404,CUST-2574,2025-03-29,Europe,SMB,Healthcare,Email,Customer Support,10,5,3,Yes,Top-tier enterprise platform with excellent security features.
RSP-5405,CUST-5017,2025-02-25,Latin America,SMB,Manufacturing,Web,Delivery,9,5,1,Yes,The team went above and beyond to help us with our migration.
RSP-5406,CUST-3387,2025-11-12,North America,SMB,Finance,Phone,Product,7,3,3,No,"Support resolved the issue, but communication could be better."
RSP-5407,CUST-3330,2025-03-12,Latin America,Mid-Market,Finance,Phone,Product,10,5,1,Yes,Fantastic product! Has significantly improved our team productivity.
